Cod,Region/Country/Area,Year,Series,Value,Footnotes
372,Ireland,2010,Percentage of male and female intentional homicide victims- Female,0.3,
372,Ireland,2010,Assault rate per 100K population,330.2,
372,Ireland,2010,Kidnapping at the national level- rate per 100K,2.9,
372,Ireland,2010,Theft at the national level- rate per 100K population,"1,436.30",
372,Ireland,2010,Robbery at the national level- rate per 100K population,70.2,
372,Ireland,2010,Total Sexual Violence at the national level- rate per 100K,52,
372,Ireland,2017,Intentional homicide rates per 100K,0.9,
372,Ireland,2017,Percentage of male and female intentional homicide victims- Male,1.1,
372,Ireland,2017,Percentage of male and female intentional homicide victims- Female,0.6,
372,Ireland,2017,Assault rate per 100K population,85.9,
372,Ireland,2017,Kidnapping at the national level- rate per 100K,1.6,
372,Ireland,2017,Theft at the national level- rate per 100K population,"1,408.30",
372,Ireland,2017,Robbery at the national level- rate per 100K population,42.5,
372,Ireland,2017,Total Sexual Violence at the national level- rate per 100K,60.9,
372,Ireland,2018,Intentional homicide rates per 100K,0.9,
372,Ireland,2018,Percentage of male and female intentional homicide victims- Male,1.3,
372,Ireland,2018,Percentage of male and female intentional homicide victims- Female,0.4,
372,Ireland,2018,Assault rate per 100K population,93.5,
372,Ireland,2018,Theft at the national level- rate per 100K population,"1,339.30",
833,Isle of Man,2016,Intentional homicide rates per 100K,0,
376,Israel,2005,Intentional homicide rates per 100K,2.6,
376,Israel,2005,Percentage of male and female intentional homicide victims- Male,3.8,
376,Israel,2005,Percentage of male and female intentional homicide victims- Female,1.5,
376,Israel,2005,Assault rate per 100K population,782.8,
376,Israel,2005,Kidnapping at the national level- rate per 100K,6.4,
376,Israel,2005,Theft at the national level- rate per 100K population,"1,918.80",
376,Israel,2005,Total Sexual Violence at the national level- rate per 100K,70.4,
376,Israel,2010,Intentional homicide rates per 100K,2,
376,Israel,2010,Percentage of male and female intentional homicide victims- Male,3.2,
376,Israel,2010,Percentage of male and female intentional homicide victims- Female,0.9,
376,Israel,2010,Assault rate per 100K population,626.3,
376,Israel,2010,Kidnapping at the national level- rate per 100K,3.6,
376,Israel,2010,Theft at the national level- rate per 100K population,984.7,
376,Israel,2010,Robbery at the national level- rate per 100K population,39.6,
376,Israel,2010,Total Sexual Violence at the national level- rate per 100K,67.5,
376,Israel,2011,Intentional homicide rates per 100K,2,
376,Israel,2011,Percentage of male and female intentional homicide victims- Male,3.1,
376,Israel,2011,Percentage of male and female intentional homicide victims- Female,0.9,
376,Israel,2011,Assault rate per 100K population,575.2,
376,Israel,2011,Kidnapping at the national level- rate per 100K,3.5,
376,Israel,2011,Theft at the national level- rate per 100K population,945.7,
376,Israel,2011,Robbery at the national level- rate per 100K population,36.7,
376,Israel,2011,Total Sexual Violence at the national level- rate per 100K,61.1,
376,Israel,2017,Intentional homicide rates per 100K,1.5,
376,Israel,2017,Percentage of male and female intentional homicide victims- Male,2.4,
376,Israel,2017,Percentage of male and female intentional homicide victims- Female,0.6,
380,Italy,2005,Intentional homicide rates per 100K,1,
380,Italy,2005,Percentage of male and female intentional homicide victims- Male,1.7,
380,Italy,2005,Percentage of male and female intentional homicide victims- Female,0.5,
380,Italy,2005,Assault rate per 100K population,97.2,
380,Italy,2005,Kidnapping at the national level- rate per 100K,0.6,
380,Italy,2005,Theft at the national level- rate per 100K population,"1,882.90",
380,Italy,2005,Total Sexual Violence at the national level- rate per 100K,6.9,
380,Italy,2010,Intentional homicide rates per 100K,0.9,
380,Italy,2010,Percentage of male and female intentional homicide victims- Male,1.3,
380,Italy,2010,Percentage of male and female intentional homicide victims- Female,0.5,
380,Italy,2010,Assault rate per 100K population,109.3,
380,Italy,2010,Kidnapping at the national level- rate per 100K,0.6,
380,Italy,2010,Theft at the national level- rate per 100K population,"1,591.30",
380,Italy,2010,Robbery at the national level- rate per 100K population,80.9,
380,Italy,2010,Total Sexual Violence at the national level- rate per 100K,8.1,
380,Italy,2017,Intentional homicide rates per 100K,0.6,
380,Italy,2017,Percentage of male and female intentional homicide victims- Male,0.8,
380,Italy,2017,Percentage of male and female intentional homicide victims- Female,0.4,
380,Italy,2017,Assault rate per 100K population,108.6,
380,Italy,2017,Kidnapping at the national level- rate per 100K,0.3,
380,Italy,2017,Theft at the national level- rate per 100K population,"1,763.50",
380,Italy,2017,Robbery at the national level- rate per 100K population,51.4,
380,Italy,2017,Total Sexual Violence at the national level- rate per 100K,8.4,
380,Italy,2018,Intentional homicide rates per 100K,0.6,
380,Italy,2018,Percentage of male and female intentional homicide victims- Male,0.7,
380,Italy,2018,Percentage of male and female intentional homicide victims- Female,0.4,
380,Italy,2018,Assault rate per 100K population,109.4,
380,Italy,2018,Kidnapping at the national level- rate per 100K,0.3,
380,Italy,2018,Theft at the national level- rate per 100K population,"1,651.60",
388,Jamaica,2005,Intentional homicide rates per 100K,61.1,
388,Jamaica,2005,Percentage of male and female intentional homicide victims- Male,109.6,
388,Jamaica,2005,Percentage of male and female intentional homicide victims- Female,13.5,
388,Jamaica,2005,Kidnapping at the national level- rate per 100K,1.1,
388,Jamaica,2005,Total Sexual Violence at the national level- rate per 100K,39.9,
388,Jamaica,2008,Intentional homicide rates per 100K,58.2,
388,Jamaica,2008,Percentage of male and female intentional homicide victims- Male,105.3,
388,Jamaica,2008,Percentage of male and female intentional homicide victims- Female,11.8,
388,Jamaica,2008,Kidnapping at the national level- rate per 100K,1.5,
388,Jamaica,2008,Total Sexual Violence at the national level- rate per 100K,52.9,
388,Jamaica,2010,Intentional homicide rates per 100K,51.5,
388,Jamaica,2010,Percentage of male and female intentional homicide victims- Male,93.2,
388,Jamaica,2010,Percentage of male and female intentional homicide victims- Female,10.3,
388,Jamaica,2010,Assault rate per 100K population,50.1,
388,Jamaica,2010,Robbery at the national level- rate per 100K population,101.6,
388,Jamaica,2010,Total Sexual Violence at the national level- rate per 100K,52.9,
388,Jamaica,2017,Intentional homicide rates per 100K,56.4,
388,Jamaica,2017,Percentage of male and female intentional homicide victims- Male,102.5,
388,Jamaica,2017,Percentage of male and female intentional homicide victims- Female,10.9,
388,Jamaica,2017,Assault rate per 100K population,98.7,
388,Jamaica,2017,Kidnapping at the national level- rate per 100K,0.4,
388,Jamaica,2017,Theft at the national level- rate per 100K population,26.7,
388,Jamaica,2017,Robbery at the national level- rate per 100K population,43.4,
388,Jamaica,2017,Total Sexual Violence at the national level- rate per 100K,54.7,
388,Jamaica,2018,Intentional homicide rates per 100K,43.9,
388,Jamaica,2018,Assault rate per 100K population,99.5,
388,Jamaica,2018,Kidnapping at the national level- rate per 100K,0.4,
388,Jamaica,2018,Theft at the national level- rate per 100K population,24.3,
392,Japan,2005,Intentional homicide rates per 100K,0.5,
392,Japan,2005,Percentage of male and female intentional homicide victims- Male,0.5,
392,Japan,2005,Percentage of male and female intentional homicide victims- Female,0.5,
392,Japan,2005,Assault rate per 100K population,47,
392,Japan,2005,Kidnapping at the national level- rate per 100K,0.2,
392,Japan,2005,Theft at the national level- rate per 100K population,719.5,
392,Japan,2005,Total Sexual Violence at the national level- rate per 100K,8.4,
392,Japan,2010,Intentional homicide rates per 100K,0.4,
392,Japan,2010,Percentage of male and female intentional homicide victims- Male,0.4,
392,Japan,2010,Percentage of male and female intentional homicide victims- Female,0.4,
392,Japan,2010,Assault rate per 100K population,20.7,
392,Japan,2010,Kidnapping at the national level- rate per 100K,0.1,
392,Japan,2010,Theft at the national level- rate per 100K population,480.8,
392,Japan,2010,Robbery at the national level- rate per 100K population,3.2,
392,Japan,2010,Total Sexual Violence at the national level- rate per 100K,6.5,
392,Japan,2016,Intentional homicide rates per 100K,0.3,
392,Japan,2016,Percentage of male and female intentional homicide victims- Male,0.3,
392,Japan,2016,Percentage of male and female intentional homicide victims- Female,0.3,
392,Japan,2016,Assault rate per 100K population,19.1,
392,Japan,2016,Kidnapping at the national level- rate per 100K,0.2,
392,Japan,2016,Theft at the national level- rate per 100K population,293.1,
392,Japan,2016,Robbery at the national level- rate per 100K population,1.8,
392,Japan,2016,Total Sexual Violence at the national level- rate per 100K,5.6,
392,Japan,2018,Intentional homicide rates per 100K,0.3,
392,Japan,2018,Percentage of male and female intentional homicide victims- Male,0.2,
392,Japan,2018,Percentage of male and female intentional homicide victims- Female,0.3,
400,Jordan,2005,Intentional homicide rates per 100K,1.2,
400,Jordan,2005,Assault rate per 100K population,254.6,
400,Jordan,2005,Kidnapping at the national level- rate per 100K,0.5,
400,Jordan,2005,Theft at the national level- rate per 100K population,122.6,
400,Jordan,2006,Intentional homicide rates per 100K,1.7,
400,Jordan,2006,Assault rate per 100K population,261.9,
400,Jordan,2006,Kidnapping at the national level- rate per 100K,0.6,
400,Jordan,2006,Theft at the national level- rate per 100K population,149.3,
400,Jordan,2010,Intentional homicide rates per 100K,1.6,
400,Jordan,2010,Percentage of male and female intentional homicide victims- Male,2.1,
400,Jordan,2010,Percentage of male and female intentional homicide victims- Female,1.1,
400,Jordan,2010,Theft at the national level- rate per 100K population,168,
400,Jordan,2012,Intentional homicide rates per 100K,2,
400,Jordan,2012,Percentage of male and female intentional homicide victims- Male,3.3,
400,Jordan,2012,Percentage of male and female intentional homicide victims- Female,0.6,
400,Jordan,2012,Theft at the national level- rate per 100K population,167,
400,Jordan,2017,Intentional homicide rates per 100K,1.4,
400,Jordan,2017,Percentage of male and female intentional homicide victims- Male,2,
400,Jordan,2017,Percentage of male and female intentional homicide victims- Female,0.7,
400,Jordan,2017,Robbery at the national level- rate per 100K population,6.1,
398,Kazakhstan,2004,Intentional homicide rates per 100K,13.7,
398,Kazakhstan,2005,Kidnapping at the national level- rate per 100K,0.6,
398,Kazakhstan,2005,Theft at the national level- rate per 100K population,409.9,
398,Kazakhstan,2010,Intentional homicide rates per 100K,8.5,
398,Kazakhstan,2010,Percentage of male and female intentional homicide victims- Male,13.3,
398,Kazakhstan,2010,Percentage of male and female intentional homicide victims- Female,4.1,
398,Kazakhstan,2010,Assault rate per 100K population,9.8,
398,Kazakhstan,2010,Kidnapping at the national level- rate per 100K,0.8,
398,Kazakhstan,2010,Theft at the national level- rate per 100K population,369.1,
398,Kazakhstan,2010,Robbery at the national level- rate per 100K population,66,
398,Kazakhstan,2010,Total Sexual Violence at the national level- rate per 100K,2.2,
398,Kazakhstan,2015,Intentional homicide rates per 100K,4.9,
398,Kazakhstan,2015,Percentage of male and female intentional homicide victims- Male,7.1,
398,Kazakhstan,2015,Percentage of male and female intentional homicide victims- Female,2.8,
398,Kazakhstan,2015,Assault rate per 100K population,5.1,
398,Kazakhstan,2015,Kidnapping at the national level- rate per 100K,0.5,
398,Kazakhstan,2015,Theft at the national level- rate per 100K population,"1,188.90",
398,Kazakhstan,2015,Robbery at the national level- rate per 100K population,69.4,
398,Kazakhstan,2015,Total Sexual Violence at the national level- rate per 100K,2.7,
398,Kazakhstan,2017,Intentional homicide rates per 100K,5.1,
398,Kazakhstan,2017,Percentage of male and female intentional homicide victims- Male,7.9,
398,Kazakhstan,2017,Percentage of male and female intentional homicide victims- Female,2.4,
398,Kazakhstan,2017,Assault rate per 100K population,11.3,
398,Kazakhstan,2017,Kidnapping at the national level- rate per 100K,0.4,
398,Kazakhstan,2017,Robbery at the national level- rate per 100K population,52.4,
398,Kazakhstan,2017,Total Sexual Violence at the national level- rate per 100K,11.7,
404,Kenya,2005,Intentional homicide rates per 100K,3,
404,Kenya,2005,Assault rate per 100K population,34.7,
404,Kenya,2005,Kidnapping at the national level- rate per 100K,0.4,
404,Kenya,2005,Theft at the national level- rate per 100K population,33.3,
404,Kenya,2005,Total Sexual Violence at the national level- rate per 100K,7.1,
404,Kenya,2010,Intentional homicide rates per 100K,4.6,
404,Kenya,2010,Assault rate per 100K population,33.5,
404,Kenya,2010,Kidnapping at the national level- rate per 100K,0.2,
404,Kenya,2010,Theft at the national level- rate per 100K population,28.5,
404,Kenya,2010,Robbery at the national level- rate per 100K population,6.8,
404,Kenya,2010,Total Sexual Violence at the national level- rate per 100K,11.5,
404,Kenya,2016,Intentional homicide rates per 100K,4.8,
404,Kenya,2016,Percentage of male and female intentional homicide victims- Male,7.1,
404,Kenya,2016,Percentage of male and female intentional homicide victims- Female,2.6,
404,Kenya,2016,Assault rate per 100K population,32,
404,Kenya,2016,Theft at the national level- rate per 100K population,2.8,
404,Kenya,2016,Robbery at the national level- rate per 100K population,5.4,
404,Kenya,2016,Total Sexual Violence at the national level- rate per 100K,12.7,
404,Kenya,2017,Intentional homicide rates per 100K,4.9,
404,Kenya,2017,Percentage of male and female intentional homicide victims- Male,8.1,
404,Kenya,2017,Percentage of male and female intentional homicide victims- Female,1.7,
404,Kenya,2017,Assault rate per 100K population,31.8,
404,Kenya,2017,Kidnapping at the national level- rate per 100K,0.1,
404,Kenya,2017,Robbery at the national level- rate per 100K population,5.4,
404,Kenya,2017,Total Sexual Violence at the national level- rate per 100K,10.9,
404,Kenya,2018,Intentional homicide rates per 100K,4.9,
404,Kenya,2018,Percentage of male and female intentional homicide victims- Male,4.4,
404,Kenya,2018,Percentage of male and female intentional homicide victims- Female,1.7,
404,Kenya,2018,Assault rate per 100K population,34.1,
404,Kenya,2018,Kidnapping at the national level- rate per 100K,0,
296,Kiribati,2001,Intentional homicide rates per 100K,4.7,
296,Kiribati,2010,Intentional homicide rates per 100K,3.9,
296,Kiribati,2012,Intentional homicide rates per 100K,7.5,
412,Kosovo,2010,Intentional homicide rates per 100K,6,
412,Kosovo,2010,Percentage of male and female intentional homicide victims- Male,9.6,
412,Kosovo,2010,Percentage of male and female intentional homicide victims- Female,2.3,
412,Kosovo,2010,Assault rate per 100K population,170.3,
412,Kosovo,2010,Kidnapping at the national level- rate per 100K,1.9,
412,Kosovo,2010,Theft at the national level- rate per 100K population,689.9,
412,Kosovo,2010,Robbery at the national level- rate per 100K population,25.6,
412,Kosovo,2010,Total Sexual Violence at the national level- rate per 100K,6.7,
412,Kosovo,2017,Intentional homicide rates per 100K,2.6,
412,Kosovo,2017,Percentage of male and female intentional homicide victims- Male,3.8,
412,Kosovo,2017,Percentage of male and female intentional homicide victims- Female,1.4,
412,Kosovo,2017,Assault rate per 100K population,18.6,
412,Kosovo,2017,Kidnapping at the national level- rate per 100K,0.9,
412,Kosovo,2017,Theft at the national level- rate per 100K population,312.2,
412,Kosovo,2017,Robbery at the national level- rate per 100K population,17.2,
412,Kosovo,2017,Total Sexual Violence at the national level- rate per 100K,24.7,
412,Kosovo,2018,Intentional homicide rates per 100K,2.4,
412,Kosovo,2018,Percentage of male and female intentional homicide victims- Male,3.8,
412,Kosovo,2018,Percentage of male and female intentional homicide victims- Female,1,
412,Kosovo,2018,Assault rate per 100K population,17,
412,Kosovo,2018,Kidnapping at the national level- rate per 100K,0.9,
412,Kosovo,2018,Theft at the national level- rate per 100K population,324.4,
414,Kuwait,2005,Intentional homicide rates per 100K,1.8,
414,Kuwait,2005,Percentage of male and female intentional homicide victims- Male,1.9,
414,Kuwait,2005,Percentage of male and female intentional homicide victims- Female,1.7,
414,Kuwait,2005,Assault rate per 100K population,26.2,
414,Kuwait,2005,Kidnapping at the national level- rate per 100K,12.3,
414,Kuwait,2005,Theft at the national level- rate per 100K population,431.2,
414,Kuwait,2005,Total Sexual Violence at the national level- rate per 100K,16.4,
414,Kuwait,2009,Intentional homicide rates per 100K,1.7,
414,Kuwait,2009,Percentage of male and female intentional homicide victims- Male,2.3,
414,Kuwait,2009,Percentage of male and female intentional homicide victims- Female,1,
414,Kuwait,2009,Assault rate per 100K population,24.3,
414,Kuwait,2009,Kidnapping at the national level- rate per 100K,12.7,
414,Kuwait,2009,Theft at the national level- rate per 100K population,288.2,
414,Kuwait,2009,Total Sexual Violence at the national level- rate per 100K,18,
414,Kuwait,2010,Intentional homicide rates per 100K,2,
414,Kuwait,2010,Percentage of male and female intentional homicide victims- Male,2.7,
414,Kuwait,2010,Percentage of male and female intentional homicide victims- Female,1,
414,Kuwait,2012,Intentional homicide rates per 100K,1.8,
414,Kuwait,2012,Percentage of male and female intentional homicide victims- Male,2.6,
414,Kuwait,2012,Percentage of male and female intentional homicide victims- Female,0.7,
417,Kyrgyzstan,2005,Intentional homicide rates per 100K,9.7,
417,Kyrgyzstan,2005,Percentage of male and female intentional homicide victims- Male,15.3,
417,Kyrgyzstan,2005,Percentage of male and female intentional homicide victims- Female,4.1,
417,Kyrgyzstan,2005,Assault rate per 100K population,5.2,
417,Kyrgyzstan,2005,Kidnapping at the national level- rate per 100K,0.5,
417,Kyrgyzstan,2005,Theft at the national level- rate per 100K population,243,
417,Kyrgyzstan,2009,Intentional homicide rates per 100K,7.9,
417,Kyrgyzstan,2009,Percentage of male and female intentional homicide victims- Male,10.9,
417,Kyrgyzstan,2009,Percentage of male and female intentional homicide victims- Female,4.9,
417,Kyrgyzstan,2009,Assault rate per 100K population,6.7,
417,Kyrgyzstan,2009,Kidnapping at the national level- rate per 100K,0.1,
417,Kyrgyzstan,2009,Theft at the national level- rate per 100K population,205,
417,Kyrgyzstan,2010,Intentional homicide rates per 100K,16.8,
417,Kyrgyzstan,2010,Assault rate per 100K population,9.9,
417,Kyrgyzstan,2010,Kidnapping at the national level- rate per 100K,1.5,
417,Kyrgyzstan,2010,Theft at the national level- rate per 100K population,182.3,
417,Kyrgyzstan,2010,Robbery at the national level- rate per 100K population,51.6,
417,Kyrgyzstan,2017,Intentional homicide rates per 100K,4.1,
417,Kyrgyzstan,2017,Assault rate per 100K population,4,
417,Kyrgyzstan,2017,Kidnapping at the national level- rate per 100K,0.8,
417,Kyrgyzstan,2017,Theft at the national level- rate per 100K population,162.1,
417,Kyrgyzstan,2017,Robbery at the national level- rate per 100K population,15.9,
417,Kyrgyzstan,2018,Intentional homicide rates per 100K,2.2,
417,Kyrgyzstan,2018,Assault rate per 100K population,2.5,
417,Kyrgyzstan,2018,Kidnapping at the national level- rate per 100K,0.3,
417,Kyrgyzstan,2018,Theft at the national level- rate per 100K population,183.3,
428,Latvia,2005,Intentional homicide rates per 100K,5.6,
428,Latvia,2005,Assault rate per 100K population,48.9,
428,Latvia,2005,Kidnapping at the national level- rate per 100K,0.3,
428,Latvia,2005,Theft at the national level- rate per 100K population,"1,078.50",
428,Latvia,2005,Total Sexual Violence at the national level- rate per 100K,32,
428,Latvia,2010,Intentional homicide rates per 100K,3.3,
428,Latvia,2010,Assault rate per 100K population,57.9,
428,Latvia,2010,Kidnapping at the national level- rate per 100K,0.4,
428,Latvia,2010,Theft at the national level- rate per 100K population,"1,211.00",
428,Latvia,2010,Robbery at the national level- rate per 100K population,50.6,
428,Latvia,2010,Total Sexual Violence at the national level- rate per 100K,10.9,
428,Latvia,2017,Intentional homicide rates per 100K,4.2,
428,Latvia,2017,Percentage of male and female intentional homicide victims- Male,4.6,
428,Latvia,2017,Percentage of male and female intentional homicide victims- Female,3.8,
428,Latvia,2017,Assault rate per 100K population,33.7,
428,Latvia,2017,Kidnapping at the national level- rate per 100K,0.2,
428,Latvia,2017,Theft at the national level- rate per 100K population,744.9,
428,Latvia,2017,Robbery at the national level- rate per 100K population,31,
428,Latvia,2017,Total Sexual Violence at the national level- rate per 100K,13.4,
428,Latvia,2018,Intentional homicide rates per 100K,4.4,
428,Latvia,2018,Percentage of male and female intentional homicide victims- Male,4.6,
428,Latvia,2018,Percentage of male and female intentional homicide victims- Female,4.1,
428,Latvia,2018,Assault rate per 100K population,33.5,
428,Latvia,2018,Kidnapping at the national level- rate per 100K,0.5,
428,Latvia,2018,Theft at the national level- rate per 100K population,728.4,
422,Lebanon,2010,Intentional homicide rates per 100K,3.3,
422,Lebanon,2010,Assault rate per 100K population,191.7,
422,Lebanon,2010,Kidnapping at the national level- rate per 100K,11.3,
422,Lebanon,2010,Theft at the national level- rate per 100K population,579.7,
422,Lebanon,2010,Total Sexual Violence at the national level- rate per 100K,4.2,
422,Lebanon,2015,Intentional homicide rates per 100K,3.5,
422,Lebanon,2015,Assault rate per 100K population,118.9,
422,Lebanon,2015,Kidnapping at the national level- rate per 100K,15.4,
422,Lebanon,2015,Theft at the national level- rate per 100K population,383.2,
422,Lebanon,2015,Robbery at the national level- rate per 100K population,42.7,
422,Lebanon,2015,Total Sexual Violence at the national level- rate per 100K,3.2,
422,Lebanon,2016,Intentional homicide rates per 100K,3.5,
422,Lebanon,2016,Assault rate per 100K population,111.6,
422,Lebanon,2016,Total Sexual Violence at the national level- rate per 100K,2.8,
422,Lebanon,2017,Intentional homicide rates per 100K,3.6,
422,Lebanon,2017,Total Sexual Violence at the national level- rate per 100K,2.2,
422,Lebanon,2018,Intentional homicide rates per 100K,2.5,
426,Lesotho,2009,Intentional homicide rates per 100K,36.3,
426,Lesotho,2009,Assault rate per 100K population,368.4,
426,Lesotho,2009,Kidnapping at the national level- rate per 100K,3.1,
426,Lesotho,2009,Theft at the national level- rate per 100K population,226,
426,Lesotho,2010,Intentional homicide rates per 100K,38.3,
426,Lesotho,2015,Intentional homicide rates per 100K,43.6,
430,Liberia,2010,Intentional homicide rates per 100K,3.3,
430,Liberia,2012,Intentional homicide rates per 100K,3.3,
438,Liechtenstein,2005,Intentional homicide rates per 100K,0,
438,Liechtenstein,2005,Assault rate per 100K population,204.5,
438,Liechtenstein,2005,Kidnapping at the national level- rate per 100K,0,
438,Liechtenstein,2005,Theft at the national level- rate per 100K population,504.1,
438,Liechtenstein,2005,Total Sexual Violence at the national level- rate per 100K,51.8,
438,Liechtenstein,2009,Intentional homicide rates per 100K,0,
438,Liechtenstein,2009,Percentage of male and female intentional homicide victims- Male,0,
438,Liechtenstein,2009,Percentage of male and female intentional homicide victims- Female,0,
438,Liechtenstein,2009,Assault rate per 100K population,251.9,
438,Liechtenstein,2009,Kidnapping at the national level- rate per 100K,0,
438,Liechtenstein,2009,Theft at the national level- rate per 100K population,543.1,
438,Liechtenstein,2009,Total Sexual Violence at the national level- rate per 100K,8.4,
438,Liechtenstein,2010,Intentional homicide rates per 100K,2.8,
438,Liechtenstein,2010,Percentage of male and female intentional homicide victims- Female,0,
438,Liechtenstein,2010,Assault rate per 100K population,213.9,
438,Liechtenstein,2010,Kidnapping at the national level- rate per 100K,0,
438,Liechtenstein,2010,Theft at the national level- rate per 100K population,483.4,
438,Liechtenstein,2010,Robbery at the national level- rate per 100K population,5.6,
438,Liechtenstein,2010,Total Sexual Violence at the national level- rate per 100K,16.7,
438,Liechtenstein,2016,Intentional homicide rates per 100K,0,
438,Liechtenstein,2016,Percentage of male and female intentional homicide victims- Male,0,
438,Liechtenstein,2016,Percentage of male and female intentional homicide victims- Female,0,
438,Liechtenstein,2016,Assault rate per 100K population,188.6,
438,Liechtenstein,2016,Kidnapping at the national level- rate per 100K,0,
438,Liechtenstein,2016,Theft at the national level- rate per 100K population,520.5,
438,Liechtenstein,2016,Robbery at the national level- rate per 100K population,10.6,
438,Liechtenstein,2016,Total Sexual Violence at the national level- rate per 100K,23.9,
438,Liechtenstein,2017,Intentional homicide rates per 100K,2.6,
438,Liechtenstein,2017,Percentage of male and female intentional homicide victims- Male,0,
438,Liechtenstein,2017,Assault rate per 100K population,219.6,
438,Liechtenstein,2017,Theft at the national level- rate per 100K population,394.1,
438,Liechtenstein,2017,Robbery at the national level- rate per 100K population,5.3,
438,Liechtenstein,2017,Total Sexual Violence at the national level- rate per 100K,21.2,
438,Liechtenstein,2018,Intentional homicide rates per 100K,2.6,
438,Liechtenstein,2018,Percentage of male and female intentional homicide victims- Male,0,
438,Liechtenstein,2018,Assault rate per 100K population,208.3,
438,Liechtenstein,2018,Theft at the national level- rate per 100K population,427.2,
440,Lithuania,2005,Intentional homicide rates per 100K,11.1,
440,Lithuania,2005,Percentage of male and female intentional homicide victims- Male,17.5,
440,Lithuania,2005,Percentage of male and female intentional homicide victims- Female,5.6,
440,Lithuania,2005,Assault rate per 100K population,12.2,
440,Lithuania,2005,Kidnapping at the national level- rate per 100K,2.1,
440,Lithuania,2005,Theft at the national level- rate per 100K population,825.8,
440,Lithuania,2005,Total Sexual Violence at the national level- rate per 100K,16.7,
440,Lithuania,2010,Intentional homicide rates per 100K,7,
440,Lithuania,2010,Percentage of male and female intentional homicide victims- Male,10,
440,Lithuania,2010,Percentage of male and female intentional homicide victims- Female,4.4,
440,Lithuania,2010,Assault rate per 100K population,7.8,
440,Lithuania,2010,Kidnapping at the national level- rate per 100K,2.2,
440,Lithuania,2010,Theft at the national level- rate per 100K population,849.3,
440,Lithuania,2010,Robbery at the national level- rate per 100K population,87.3,
440,Lithuania,2010,Total Sexual Violence at the national level- rate per 100K,16.5,
440,Lithuania,2017,Intentional homicide rates per 100K,4.5,
440,Lithuania,2017,Percentage of male and female intentional homicide victims- Male,6.2,
440,Lithuania,2017,Percentage of male and female intentional homicide victims- Female,3.1,
440,Lithuania,2017,Assault rate per 100K population,6.3,
440,Lithuania,2017,Kidnapping at the national level- rate per 100K,0,
440,Lithuania,2017,Theft at the national level- rate per 100K population,598.9,
440,Lithuania,2017,Robbery at the national level- rate per 100K population,38.2,
440,Lithuania,2017,Total Sexual Violence at the national level- rate per 100K,7.9,
440,Lithuania,2018,Intentional homicide rates per 100K,4.6,
440,Lithuania,2018,Percentage of male and female intentional homicide victims- Male,5.7,
440,Lithuania,2018,Percentage of male and female intentional homicide victims- Female,3.6,
440,Lithuania,2018,Assault rate per 100K population,6.6,
440,Lithuania,2018,Kidnapping at the national level- rate per 100K,0,
440,Lithuania,2018,Theft at the national level- rate per 100K population,458.1,
442,Luxembourg,2004,Intentional homicide rates per 100K,0.4,
442,Luxembourg,2004,Percentage of male and female intentional homicide victims- Male,0.4,
442,Luxembourg,2004,Percentage of male and female intentional homicide victims- Female,0.4,
442,Luxembourg,2005,Intentional homicide rates per 100K,0.9,
442,Luxembourg,2010,Intentional homicide rates per 100K,2,
442,Luxembourg,2010,Percentage of male and female intentional homicide victims- Male,2,
442,Luxembourg,2010,Percentage of male and female intentional homicide victims- Female,2,
442,Luxembourg,2010,Assault rate per 100K population,487.3,
442,Luxembourg,2010,Kidnapping at the national level- rate per 100K,5.3,
442,Luxembourg,2010,Theft at the national level- rate per 100K population,"1,421.20",
442,Luxembourg,2010,Robbery at the national level- rate per 100K population,74.2,
442,Luxembourg,2010,Total Sexual Violence at the national level- rate per 100K,41.5,
442,Luxembourg,2014,Intentional homicide rates per 100K,0.7,
442,Luxembourg,2014,Percentage of male and female intentional homicide victims- Male,0.7,
442,Luxembourg,2014,Percentage of male and female intentional homicide victims- Female,0.7,
442,Luxembourg,2014,Assault rate per 100K population,131.3,
442,Luxembourg,2014,Kidnapping at the national level- rate per 100K,9.4,
442,Luxembourg,2014,Theft at the national level- rate per 100K population,"1,850.10",
442,Luxembourg,2014,Robbery at the national level- rate per 100K population,110.9,
442,Luxembourg,2014,Total Sexual Violence at the national level- rate per 100K,64.7,
442,Luxembourg,2017,Intentional homicide rates per 100K,0.3,
442,Luxembourg,2017,Assault rate per 100K population,98.8,
442,Luxembourg,2017,Kidnapping at the national level- rate per 100K,7.8,
442,Luxembourg,2017,Theft at the national level- rate per 100K population,"1,704.60",
442,Luxembourg,2017,Robbery at the national level- rate per 100K population,76.7,
442,Luxembourg,2017,Total Sexual Violence at the national level- rate per 100K,61.2,
442,Luxembourg,2018,Assault rate per 100K population,101.1,
442,Luxembourg,2018,Kidnapping at the national level- rate per 100K,6,
442,Luxembourg,2018,Theft at the national level- rate per 100K population,"1,706.60",
450,Madagascar,2010,Assault rate per 100K population,16.3,
450,Madagascar,2010,Kidnapping at the national level- rate per 100K,0,
450,Madagascar,2010,Theft at the national level- rate per 100K population,0.3,
450,Madagascar,2010,Robbery at the national level- rate per 100K population,14.8,
450,Madagascar,2010,Total Sexual Violence at the national level- rate per 100K,3.3,
450,Madagascar,2015,Assault rate per 100K population,9,
450,Madagascar,2015,Kidnapping at the national level- rate per 100K,0,
