Cod,Region/Country/Area,Year,Series,Value
320,Guatemala,2005,Unemployment rate - Total,3
320,Guatemala,2005,Labour force participation - Male,85.3
320,Guatemala,2005,Unemployment rate - Male,2.8
320,Guatemala,2005,Labour force participation - Female,41.6
320,Guatemala,2005,Unemployment rate - Female,3.4
320,Guatemala,2010,Labour force participation - Total,61.5
320,Guatemala,2010,Unemployment rate - Total,3.5
320,Guatemala,2010,Labour force participation - Male,84.3
320,Guatemala,2010,Unemployment rate - Male,3.3
320,Guatemala,2010,Labour force participation - Female,40.5
320,Guatemala,2010,Unemployment rate - Female,3.8
320,Guatemala,2015,Labour force participation - Total,61.4
320,Guatemala,2015,Unemployment rate - Total,2.5
320,Guatemala,2015,Labour force participation - Male,85.5
320,Guatemala,2015,Unemployment rate - Male,2
320,Guatemala,2015,Labour force participation - Female,39.1
320,Guatemala,2015,Unemployment rate - Female,3.5
320,Guatemala,2020,Labour force participation - Total,62.4
320,Guatemala,2020,Unemployment rate - Total,2.5
320,Guatemala,2020,Labour force participation - Male,86.4
320,Guatemala,2020,Unemployment rate - Male,2.1
320,Guatemala,2020,Labour force participation - Female,39.9
320,Guatemala,2020,Unemployment rate - Female,3.4
324,Guinea,2005,Labour force participation - Total,63.5
324,Guinea,2005,Unemployment rate - Total,4.5
324,Guinea,2005,Labour force participation - Male,64.9
324,Guinea,2005,Unemployment rate - Male,5.6
324,Guinea,2005,Labour force participation - Female,62.4
324,Guinea,2005,Unemployment rate - Female,3.5
324,Guinea,2010,Labour force participation - Total,63
324,Guinea,2010,Unemployment rate - Total,4.5
324,Guinea,2010,Labour force participation - Male,63.6
324,Guinea,2010,Unemployment rate - Male,5.6
324,Guinea,2010,Labour force participation - Female,62.5
324,Guinea,2010,Unemployment rate - Female,3.5
324,Guinea,2015,Labour force participation - Total,62.3
324,Guinea,2015,Unemployment rate - Total,4.4
324,Guinea,2015,Labour force participation - Male,62
324,Guinea,2015,Unemployment rate - Male,5.6
324,Guinea,2015,Labour force participation - Female,62.6
324,Guinea,2015,Unemployment rate - Female,3.5
324,Guinea,2020,Labour force participation - Total,61.6
324,Guinea,2020,Unemployment rate - Total,4.3
324,Guinea,2020,Labour force participation - Male,60.3
324,Guinea,2020,Unemployment rate - Male,5.5
324,Guinea,2020,Labour force participation - Female,62.8
324,Guinea,2020,Unemployment rate - Female,3.3
624,Guinea-Bissau,2005,Labour force participation - Total,71.7
624,Guinea-Bissau,2005,Unemployment rate - Total,2.6
624,Guinea-Bissau,2005,Labour force participation - Male,79.4
624,Guinea-Bissau,2005,Unemployment rate - Male,2.9
624,Guinea-Bissau,2005,Labour force participation - Female,64.8
624,Guinea-Bissau,2005,Unemployment rate - Female,2.4
624,Guinea-Bissau,2010,Labour force participation - Total,71.5
624,Guinea-Bissau,2010,Unemployment rate - Total,2.7
624,Guinea-Bissau,2010,Labour force participation - Male,78.7
624,Guinea-Bissau,2010,Unemployment rate - Male,2.9
624,Guinea-Bissau,2010,Labour force participation - Female,65.1
624,Guinea-Bissau,2010,Unemployment rate - Female,2.4
624,Guinea-Bissau,2015,Labour force participation - Total,71.9
624,Guinea-Bissau,2015,Unemployment rate - Total,2.6
624,Guinea-Bissau,2015,Labour force participation - Male,78.8
624,Guinea-Bissau,2015,Unemployment rate - Male,2.8
624,Guinea-Bissau,2015,Labour force participation - Female,65.6
624,Guinea-Bissau,2015,Unemployment rate - Female,2.4
624,Guinea-Bissau,2020,Labour force participation - Total,72
624,Guinea-Bissau,2020,Unemployment rate - Total,2.5
624,Guinea-Bissau,2020,Labour force participation - Male,78.6
624,Guinea-Bissau,2020,Unemployment rate - Male,2.7
624,Guinea-Bissau,2020,Labour force participation - Female,65.9
624,Guinea-Bissau,2020,Unemployment rate - Female,2.2
328,Guyana,2005,Labour force participation - Total,56.4
328,Guyana,2005,Unemployment rate - Total,11.1
328,Guyana,2005,Labour force participation - Male,77
328,Guyana,2005,Unemployment rate - Male,9.5
328,Guyana,2005,Labour force participation - Female,36
328,Guyana,2005,Unemployment rate - Female,14.4
328,Guyana,2010,Labour force participation - Total,56.3
328,Guyana,2010,Unemployment rate - Total,11.5
328,Guyana,2010,Labour force participation - Male,73.8
328,Guyana,2010,Unemployment rate - Male,9.6
328,Guyana,2010,Labour force participation - Female,39.3
328,Guyana,2010,Unemployment rate - Female,14.8
328,Guyana,2015,Labour force participation - Total,56.2
328,Guyana,2015,Unemployment rate - Total,12
328,Guyana,2015,Labour force participation - Male,70.1
328,Guyana,2015,Unemployment rate - Male,10
328,Guyana,2015,Labour force participation - Female,42.4
328,Guyana,2015,Unemployment rate - Female,15.3
328,Guyana,2020,Labour force participation - Total,56.2
328,Guyana,2020,Unemployment rate - Total,11.8
328,Guyana,2020,Labour force participation - Male,68.4
328,Guyana,2020,Unemployment rate - Male,9.6
328,Guyana,2020,Labour force participation - Female,44.1
328,Guyana,2020,Unemployment rate - Female,15.2
332,Haiti,2005,Labour force participation - Total,64.4
332,Haiti,2005,Unemployment rate - Total,14.4
332,Haiti,2005,Labour force participation - Male,70.1
332,Haiti,2005,Unemployment rate - Male,12.5
332,Haiti,2005,Labour force participation - Female,59.1
332,Haiti,2005,Unemployment rate - Female,16.5
332,Haiti,2010,Labour force participation - Total,65.3
332,Haiti,2010,Unemployment rate - Total,15.4
332,Haiti,2010,Labour force participation - Male,71.6
332,Haiti,2010,Unemployment rate - Male,13
332,Haiti,2010,Labour force participation - Female,59.3
332,Haiti,2010,Unemployment rate - Female,18.1
332,Haiti,2015,Labour force participation - Total,66.5
332,Haiti,2015,Unemployment rate - Total,14
332,Haiti,2015,Labour force participation - Male,72
332,Haiti,2015,Unemployment rate - Male,11.2
332,Haiti,2015,Labour force participation - Female,61.2
332,Haiti,2015,Unemployment rate - Female,17
332,Haiti,2020,Labour force participation - Total,67.4
332,Haiti,2020,Unemployment rate - Total,13.9
332,Haiti,2020,Labour force participation - Male,72.9
332,Haiti,2020,Unemployment rate - Male,11.4
332,Haiti,2020,Labour force participation - Female,62.1
332,Haiti,2020,Unemployment rate - Female,16.7
340,Honduras,2005,Labour force participation - Total,63.9
340,Honduras,2005,Unemployment rate - Total,4.9
340,Honduras,2005,Labour force participation - Male,85.5
340,Honduras,2005,Unemployment rate - Male,4.1
340,Honduras,2005,Labour force participation - Female,43
340,Honduras,2005,Unemployment rate - Female,6.5
340,Honduras,2010,Labour force participation - Total,64.4
340,Honduras,2010,Unemployment rate - Total,4.1
340,Honduras,2010,Labour force participation - Male,84.8
340,Honduras,2010,Unemployment rate - Male,3.4
340,Honduras,2010,Labour force participation - Female,44.5
340,Honduras,2010,Unemployment rate - Female,5.4
340,Honduras,2015,Labour force participation - Total,66.6
340,Honduras,2015,Unemployment rate - Total,6.2
340,Honduras,2015,Labour force participation - Male,85.3
340,Honduras,2015,Unemployment rate - Male,4.5
340,Honduras,2015,Labour force participation - Female,48.3
340,Honduras,2015,Unemployment rate - Female,9
340,Honduras,2020,Labour force participation - Total,68.8
340,Honduras,2020,Unemployment rate - Total,5.2
340,Honduras,2020,Labour force participation - Male,85.8
340,Honduras,2020,Unemployment rate - Male,4.3
340,Honduras,2020,Labour force participation - Female,52.1
340,Honduras,2020,Unemployment rate - Female,6.8
348,Hungary,2005,Labour force participation - Total,50.2
348,Hungary,2005,Unemployment rate - Total,7.2
348,Hungary,2005,Labour force participation - Male,58.4
348,Hungary,2005,Unemployment rate - Male,7
348,Hungary,2005,Labour force participation - Female,42.9
348,Hungary,2005,Unemployment rate - Female,7.4
348,Hungary,2010,Labour force participation - Total,50.5
348,Hungary,2010,Unemployment rate - Total,11.2
348,Hungary,2010,Labour force participation - Male,58.2
348,Hungary,2010,Unemployment rate - Male,11.6
348,Hungary,2010,Labour force participation - Female,43.8
348,Hungary,2010,Unemployment rate - Female,10.7
348,Hungary,2015,Labour force participation - Total,54.8
348,Hungary,2015,Unemployment rate - Total,6.8
348,Hungary,2015,Labour force participation - Male,63.4
348,Hungary,2015,Unemployment rate - Male,6.6
348,Hungary,2015,Labour force participation - Female,47.3
348,Hungary,2015,Unemployment rate - Female,7
348,Hungary,2020,Labour force participation - Total,56.4
348,Hungary,2020,Unemployment rate - Total,3.5
348,Hungary,2020,Labour force participation - Male,65.3
348,Hungary,2020,Unemployment rate - Male,3.4
348,Hungary,2020,Labour force participation - Female,48.5
348,Hungary,2020,Unemployment rate - Female,3.5
352,Iceland,2005,Labour force participation - Total,75.8
352,Iceland,2005,Unemployment rate - Total,2.6
352,Iceland,2005,Labour force participation - Male,80.7
352,Iceland,2005,Unemployment rate - Male,2.6
352,Iceland,2005,Labour force participation - Female,70.9
352,Iceland,2005,Unemployment rate - Female,2.5
352,Iceland,2010,Labour force participation - Total,74.9
352,Iceland,2010,Unemployment rate - Total,7.6
352,Iceland,2010,Labour force participation - Male,79.1
352,Iceland,2010,Unemployment rate - Male,8.3
352,Iceland,2010,Labour force participation - Female,70.6
352,Iceland,2010,Unemployment rate - Female,6.7
352,Iceland,2015,Labour force participation - Total,77
352,Iceland,2015,Unemployment rate - Total,4
352,Iceland,2015,Labour force participation - Male,81
352,Iceland,2015,Unemployment rate - Male,3.9
352,Iceland,2015,Labour force participation - Female,73.1
352,Iceland,2015,Unemployment rate - Female,4.1
352,Iceland,2020,Labour force participation - Total,74.8
352,Iceland,2020,Unemployment rate - Total,3.2
352,Iceland,2020,Labour force participation - Male,78.9
352,Iceland,2020,Unemployment rate - Male,3.3
352,Iceland,2020,Labour force participation - Female,70.6
352,Iceland,2020,Unemployment rate - Female,3.2
356,India,2005,Labour force participation - Total,58.2
356,India,2005,Unemployment rate - Total,5.6
356,India,2005,Labour force participation - Male,82.9
356,India,2005,Unemployment rate - Male,5.6
356,India,2005,Labour force participation - Female,31.8
356,India,2005,Unemployment rate - Female,5.6
356,India,2010,Labour force participation - Total,54
356,India,2010,Unemployment rate - Total,5.6
356,India,2010,Labour force participation - Male,80.5
356,India,2010,Unemployment rate - Male,5.6
356,India,2010,Labour force participation - Female,25.7
356,India,2010,Unemployment rate - Female,5.7
356,India,2015,Labour force participation - Total,50.8
356,India,2015,Unemployment rate - Total,5.6
356,India,2015,Labour force participation - Male,77.9
356,India,2015,Unemployment rate - Male,5.6
356,India,2015,Labour force participation - Female,21.7
356,India,2015,Unemployment rate - Female,5.6
356,India,2020,Labour force participation - Total,49.2
356,India,2020,Unemployment rate - Total,5.4
356,India,2020,Labour force participation - Male,76
356,India,2020,Unemployment rate - Male,5.4
356,India,2020,Labour force participation - Female,20.3
356,India,2020,Unemployment rate - Female,5.3
360,Indonesia,2005,Labour force participation - Total,63.9
360,Indonesia,2005,Unemployment rate - Total,8
360,Indonesia,2005,Labour force participation - Male,82.4
360,Indonesia,2005,Unemployment rate - Male,6.8
360,Indonesia,2005,Labour force participation - Female,45.5
360,Indonesia,2005,Unemployment rate - Female,10.1
360,Indonesia,2010,Labour force participation - Total,67.2
360,Indonesia,2010,Unemployment rate - Total,5.6
360,Indonesia,2010,Labour force participation - Male,83.2
360,Indonesia,2010,Unemployment rate - Male,5.1
360,Indonesia,2010,Labour force participation - Female,51.2
360,Indonesia,2010,Unemployment rate - Female,6.4
360,Indonesia,2015,Labour force participation - Total,66.5
360,Indonesia,2015,Unemployment rate - Total,4.5
360,Indonesia,2015,Labour force participation - Male,82.4
360,Indonesia,2015,Unemployment rate - Male,4.6
360,Indonesia,2015,Labour force participation - Female,50.6
360,Indonesia,2015,Unemployment rate - Female,4.4
360,Indonesia,2020,Labour force participation - Total,67.5
360,Indonesia,2020,Unemployment rate - Total,4.8
360,Indonesia,2020,Labour force participation - Male,81.8
360,Indonesia,2020,Unemployment rate - Male,4.9
360,Indonesia,2020,Labour force participation - Female,53.2
360,Indonesia,2020,Unemployment rate - Female,4.7
364,Iran (Islamic Republic of),2005,Labour force participation - Total,47.5
364,Iran (Islamic Republic of),2005,Unemployment rate - Total,12.1
364,Iran (Islamic Republic of),2005,Labour force participation - Male,74.6
364,Iran (Islamic Republic of),2005,Unemployment rate - Male,10.6
364,Iran (Islamic Republic of),2005,Labour force participation - Female,19.5
364,Iran (Islamic Republic of),2005,Unemployment rate - Female,18.2
364,Iran (Islamic Republic of),2010,Labour force participation - Total,42.9
364,Iran (Islamic Republic of),2010,Unemployment rate - Total,13.5
364,Iran (Islamic Republic of),2010,Labour force participation - Male,69.9
364,Iran (Islamic Republic of),2010,Unemployment rate - Male,11.9
364,Iran (Islamic Republic of),2010,Labour force participation - Female,15.7
364,Iran (Islamic Republic of),2010,Unemployment rate - Female,20.7
364,Iran (Islamic Republic of),2015,Labour force participation - Total,42.4
364,Iran (Islamic Republic of),2015,Unemployment rate - Total,11.1
364,Iran (Islamic Republic of),2015,Labour force participation - Male,69.7
364,Iran (Islamic Republic of),2015,Unemployment rate - Male,9.3
364,Iran (Islamic Republic of),2015,Labour force participation - Female,14.8
364,Iran (Islamic Republic of),2015,Unemployment rate - Female,19.5
364,Iran (Islamic Republic of),2020,Labour force participation - Total,44.3
364,Iran (Islamic Republic of),2020,Unemployment rate - Total,11.2
364,Iran (Islamic Republic of),2020,Labour force participation - Male,71.1
364,Iran (Islamic Republic of),2020,Unemployment rate - Male,9.3
364,Iran (Islamic Republic of),2020,Labour force participation - Female,17.3
364,Iran (Islamic Republic of),2020,Unemployment rate - Female,19
368,Iraq,2005,Labour force participation - Total,42.3
368,Iraq,2005,Unemployment rate - Total,9
368,Iraq,2005,Labour force participation - Male,73.3
368,Iraq,2005,Unemployment rate - Male,9.2
368,Iraq,2005,Labour force participation - Female,11.5
368,Iraq,2005,Unemployment rate - Female,7.6
368,Iraq,2010,Labour force participation - Total,42.1
368,Iraq,2010,Unemployment rate - Total,8.4
368,Iraq,2010,Labour force participation - Male,72.3
368,Iraq,2010,Unemployment rate - Male,8
368,Iraq,2010,Labour force participation - Female,12
368,Iraq,2010,Unemployment rate - Female,10.5
368,Iraq,2015,Labour force participation - Total,44
368,Iraq,2015,Unemployment rate - Total,10.7
368,Iraq,2015,Labour force participation - Male,73.8
368,Iraq,2015,Unemployment rate - Male,8.5
368,Iraq,2015,Labour force participation - Female,14.1
368,Iraq,2015,Unemployment rate - Female,22.2
368,Iraq,2020,Labour force participation - Total,43.1
368,Iraq,2020,Unemployment rate - Total,12.8
368,Iraq,2020,Labour force participation - Male,74.3
368,Iraq,2020,Unemployment rate - Male,10
368,Iraq,2020,Labour force participation - Female,11.8
368,Iraq,2020,Unemployment rate - Female,30.5
372,Ireland,2005,Labour force participation - Total,65.1
372,Ireland,2005,Unemployment rate - Total,4.3
372,Ireland,2005,Labour force participation - Male,75.9
372,Ireland,2005,Unemployment rate - Male,4.6
372,Ireland,2005,Labour force participation - Female,54.6
372,Ireland,2005,Unemployment rate - Female,4
372,Ireland,2010,Labour force participation - Total,63
372,Ireland,2010,Unemployment rate - Total,14.5
372,Ireland,2010,Labour force participation - Male,70.5
372,Ireland,2010,Unemployment rate - Male,17.1
372,Ireland,2010,Labour force participation - Female,55.6
372,Ireland,2010,Unemployment rate - Female,11.4
372,Ireland,2015,Labour force participation - Total,62.2
372,Ireland,2015,Unemployment rate - Total,9.9
372,Ireland,2015,Labour force participation - Male,69.5
372,Ireland,2015,Unemployment rate - Male,10.7
372,Ireland,2015,Labour force participation - Female,55.1
372,Ireland,2015,Unemployment rate - Female,8.9
372,Ireland,2020,Labour force participation - Total,61.8
372,Ireland,2020,Unemployment rate - Total,5.2
372,Ireland,2020,Labour force participation - Male,67.9
372,Ireland,2020,Unemployment rate - Male,5.5
372,Ireland,2020,Labour force participation - Female,55.8
372,Ireland,2020,Unemployment rate - Female,4.8
833,Isle of Man,2001,Labour force participation - Total,63.3
833,Isle of Man,2001,Unemployment rate - Total,1.6
833,Isle of Man,2001,Labour force participation - Male,71.4
833,Isle of Man,2001,Unemployment rate - Male,1.7
833,Isle of Man,2001,Labour force participation - Female,55.7
833,Isle of Man,2001,Unemployment rate - Female,1.5
833,Isle of Man,2006,Labour force participation - Total,62.8
833,Isle of Man,2006,Unemployment rate - Total,2.4
833,Isle of Man,2006,Labour force participation - Male,69.9
833,Isle of Man,2006,Unemployment rate - Male,2.8
833,Isle of Man,2006,Labour force participation - Female,56.3
833,Isle of Man,2006,Unemployment rate - Female,2
833,Isle of Man,2011,Labour force participation - Total,63.3
833,Isle of Man,2011,Unemployment rate - Total,3.3
833,Isle of Man,2011,Labour force participation - Male,69.3
833,Isle of Man,2011,Unemployment rate - Male,3.8
833,Isle of Man,2011,Labour force participation - Female,57.5
833,Isle of Man,2011,Unemployment rate - Female,2.8
833,Isle of Man,2013,Unemployment rate - Total,2.6
833,Isle of Man,2013,Unemployment rate - Male,3.4
833,Isle of Man,2013,Unemployment rate - Female,1.7
376,Israel,2005,Labour force participation - Total,61.7
376,Israel,2005,Unemployment rate - Total,11.3
376,Israel,2005,Labour force participation - Male,68.8
376,Israel,2005,Unemployment rate - Male,11.1
376,Israel,2005,Labour force participation - Female,55.1
376,Israel,2005,Unemployment rate - Female,11.6
376,Israel,2010,Labour force participation - Total,63
376,Israel,2010,Unemployment rate - Total,8.5
376,Israel,2010,Labour force participation - Male,69.4
376,Israel,2010,Unemployment rate - Male,8.9
376,Israel,2010,Labour force participation - Female,57
376,Israel,2010,Unemployment rate - Female,8
376,Israel,2015,Labour force participation - Total,64.1
376,Israel,2015,Unemployment rate - Total,5.3
376,Israel,2015,Labour force participation - Male,69.5
376,Israel,2015,Unemployment rate - Male,5.1
376,Israel,2015,Labour force participation - Female,59
376,Israel,2015,Unemployment rate - Female,5.4
376,Israel,2020,Labour force participation - Total,64
376,Israel,2020,Unemployment rate - Total,3.8
376,Israel,2020,Labour force participation - Male,68.5
376,Israel,2020,Unemployment rate - Male,3.8
376,Israel,2020,Labour force participation - Female,59.7
376,Israel,2020,Unemployment rate - Female,3.8
380,Italy,2005,Labour force participation - Total,49
380,Italy,2005,Unemployment rate - Total,7.7
380,Italy,2005,Labour force participation - Male,61
380,Italy,2005,Unemployment rate - Male,6.2
380,Italy,2005,Labour force participation - Female,37.8
380,Italy,2005,Unemployment rate - Female,10.1
380,Italy,2010,Labour force participation - Total,48
380,Italy,2010,Unemployment rate - Total,8.4
380,Italy,2010,Labour force participation - Male,59
380,Italy,2010,Unemployment rate - Male,7.5
380,Italy,2010,Labour force participation - Female,37.9
380,Italy,2010,Unemployment rate - Female,9.6
380,Italy,2015,Labour force participation - Total,48.7
380,Italy,2015,Unemployment rate - Total,11.9
380,Italy,2015,Labour force participation - Male,58.7
380,Italy,2015,Unemployment rate - Male,11.3
380,Italy,2015,Labour force participation - Female,39.5
380,Italy,2015,Unemployment rate - Female,12.7
380,Italy,2020,Labour force participation - Total,49.4
380,Italy,2020,Unemployment rate - Total,9.8
380,Italy,2020,Labour force participation - Male,58.7
380,Italy,2020,Unemployment rate - Male,9.1
380,Italy,2020,Labour force participation - Female,40.7
380,Italy,2020,Unemployment rate - Female,10.9
388,Jamaica,2005,Labour force participation - Total,64.7
388,Jamaica,2005,Unemployment rate - Total,11.3
388,Jamaica,2005,Labour force participation - Male,73.7
388,Jamaica,2005,Unemployment rate - Male,7.6
388,Jamaica,2005,Labour force participation - Female,56.1
388,Jamaica,2005,Unemployment rate - Female,15.8
388,Jamaica,2010,Labour force participation - Total,63.2
388,Jamaica,2010,Unemployment rate - Total,12.4
388,Jamaica,2010,Labour force participation - Male,71.1
388,Jamaica,2010,Unemployment rate - Male,9.2
388,Jamaica,2010,Labour force participation - Female,55.6
388,Jamaica,2010,Unemployment rate - Female,16.3
388,Jamaica,2015,Labour force participation - Total,64.3
388,Jamaica,2015,Unemployment rate - Total,13.5
388,Jamaica,2015,Labour force participation - Male,71.5
388,Jamaica,2015,Unemployment rate - Male,9.9
388,Jamaica,2015,Labour force participation - Female,57.4
388,Jamaica,2015,Unemployment rate - Female,17.9
388,Jamaica,2020,Labour force participation - Total,66.2
388,Jamaica,2020,Unemployment rate - Total,8
388,Jamaica,2020,Labour force participation - Male,72.6
388,Jamaica,2020,Unemployment rate - Male,5.7
388,Jamaica,2020,Labour force participation - Female,60
388,Jamaica,2020,Unemployment rate - Female,10.6
392,Japan,2005,Labour force participation - Total,60.6
392,Japan,2005,Unemployment rate - Total,4.4
392,Japan,2005,Labour force participation - Male,73.5
392,Japan,2005,Unemployment rate - Male,4.6
392,Japan,2005,Labour force participation - Female,48.4
392,Japan,2005,Unemployment rate - Female,4.2
392,Japan,2010,Labour force participation - Total,60.1
392,Japan,2010,Unemployment rate - Total,5.1
392,Japan,2010,Labour force participation - Male,72.1
392,Japan,2010,Unemployment rate - Male,5.4
392,Japan,2010,Labour force participation - Female,48.7
392,Japan,2010,Unemployment rate - Female,4.6
392,Japan,2015,Labour force participation - Total,60
392,Japan,2015,Unemployment rate - Total,3.4
392,Japan,2015,Labour force participation - Male,70.8
392,Japan,2015,Unemployment rate - Male,3.6
392,Japan,2015,Labour force participation - Female,49.9
392,Japan,2015,Unemployment rate - Female,3.1
392,Japan,2020,Labour force participation - Total,61.6
392,Japan,2020,Unemployment rate - Total,2.3
392,Japan,2020,Labour force participation - Male,71
392,Japan,2020,Unemployment rate - Male,2.4
392,Japan,2020,Labour force participation - Female,52.7
392,Japan,2020,Unemployment rate - Female,2.2
400,Jordan,2005,Labour force participation - Total,40.9
400,Jordan,2005,Unemployment rate - Total,14.8
400,Jordan,2005,Labour force participation - Male,67.6
400,Jordan,2005,Unemployment rate - Male,12.9
400,Jordan,2005,Labour force participation - Female,12.2
400,Jordan,2005,Unemployment rate - Female,26.1
400,Jordan,2010,Labour force participation - Total,41.8
400,Jordan,2010,Unemployment rate - Total,12.5
400,Jordan,2010,Labour force participation - Male,67.2
400,Jordan,2010,Unemployment rate - Male,10.5
400,Jordan,2010,Labour force participation - Female,15.3
400,Jordan,2010,Unemployment rate - Female,21.8
400,Jordan,2015,Labour force participation - Total,39.3
400,Jordan,2015,Unemployment rate - Total,13.1
400,Jordan,2015,Labour force participation - Male,63.9
400,Jordan,2015,Unemployment rate - Male,11
400,Jordan,2015,Labour force participation - Female,14
400,Jordan,2015,Unemployment rate - Female,22.7
400,Jordan,2020,Labour force participation - Total,39.2
400,Jordan,2020,Unemployment rate - Total,14.6
400,Jordan,2020,Labour force participation - Male,63.5
400,Jordan,2020,Unemployment rate - Male,12.8
400,Jordan,2020,Labour force participation - Female,14.4
400,Jordan,2020,Unemployment rate - Female,23
398,Kazakhstan,2005,Labour force participation - Total,69.5
398,Kazakhstan,2005,Unemployment rate - Total,8.1
398,Kazakhstan,2005,Labour force participation - Male,75.3
398,Kazakhstan,2005,Unemployment rate - Male,6.7
398,Kazakhstan,2005,Labour force participation - Female,64.4
398,Kazakhstan,2005,Unemployment rate - Female,9.6
398,Kazakhstan,2010,Labour force participation - Total,70.4
398,Kazakhstan,2010,Unemployment rate - Total,5.8
398,Kazakhstan,2010,Labour force participation - Male,75.9
398,Kazakhstan,2010,Unemployment rate - Male,4.9
398,Kazakhstan,2010,Labour force participation - Female,65.4
398,Kazakhstan,2010,Unemployment rate - Female,6.6
398,Kazakhstan,2015,Labour force participation - Total,70.9
398,Kazakhstan,2015,Unemployment rate - Total,4.9
398,Kazakhstan,2015,Labour force participation - Male,77
398,Kazakhstan,2015,Unemployment rate - Male,4.4
398,Kazakhstan,2015,Labour force participation - Female,65.4
398,Kazakhstan,2015,Unemployment rate - Female,5.5
398,Kazakhstan,2020,Labour force participation - Total,68.3
398,Kazakhstan,2020,Unemployment rate - Total,4.6
398,Kazakhstan,2020,Labour force participation - Male,75.1
398,Kazakhstan,2020,Unemployment rate - Male,3.9
398,Kazakhstan,2020,Labour force participation - Female,62.2
398,Kazakhstan,2020,Unemployment rate - Female,5.3
404,Kenya,2005,Labour force participation - Total,65.1
404,Kenya,2005,Unemployment rate - Total,2.8
404,Kenya,2005,Labour force participation - Male,70.1
404,Kenya,2005,Unemployment rate - Male,2.7
404,Kenya,2005,Labour force participation - Female,60.3
404,Kenya,2005,Unemployment rate - Female,3
404,Kenya,2010,Labour force participation - Total,70.6
404,Kenya,2010,Unemployment rate - Total,2.8
404,Kenya,2010,Labour force participation - Male,75.1
404,Kenya,2010,Unemployment rate - Male,2.6
404,Kenya,2010,Labour force participation - Female,66.4
404,Kenya,2010,Unemployment rate - Female,3.1
404,Kenya,2015,Labour force participation - Total,74.4
404,Kenya,2015,Unemployment rate - Total,2.8
404,Kenya,2015,Labour force participation - Male,77.9
404,Kenya,2015,Unemployment rate - Male,2.6
404,Kenya,2015,Labour force participation - Female,71
404,Kenya,2015,Unemployment rate - Female,3
404,Kenya,2020,Labour force participation - Total,74.9
404,Kenya,2020,Unemployment rate - Total,2.7
404,Kenya,2020,Labour force participation - Male,77.5
404,Kenya,2020,Unemployment rate - Male,2.5
404,Kenya,2020,Labour force participation - Female,72.3
404,Kenya,2020,Unemployment rate - Female,2.8
296,Kiribati,2005,Labour force participation - Total,26.4
296,Kiribati,2005,Unemployment rate - Total,14.7
296,Kiribati,2005,Labour force participation - Male,32.8
296,Kiribati,2005,Unemployment rate - Male,12.3
296,Kiribati,2005,Labour force participation - Female,20.4
296,Kiribati,2005,Unemployment rate - Female,18.2
296,Kiribati,2010,Labour force participation - Total,59.3
296,Kiribati,2010,Unemployment rate - Total,30.6
296,Kiribati,2010,Labour force participation - Male,66.8
296,Kiribati,2010,Unemployment rate - Male,27.6
296,Kiribati,2010,Labour force participation - Female,52.3
296,Kiribati,2010,Unemployment rate - Female,34.1
412,Kosovo,2005,Labour force participation - Total,48.7
412,Kosovo,2005,Unemployment rate - Total,41.4
412,Kosovo,2005,Labour force participation - Male,68.3
412,Kosovo,2005,Unemployment rate - Male,32.9
412,Kosovo,2005,Labour force participation - Female,29.7
412,Kosovo,2005,Unemployment rate - Female,60.5
412,Kosovo,2009,Labour force participation - Total,47.7
412,Kosovo,2009,Unemployment rate - Total,45.4
412,Kosovo,2009,Labour force participation - Male,66.9
412,Kosovo,2009,Unemployment rate - Male,56.4
412,Kosovo,2009,Labour force participation - Female,28.7
412,Kosovo,2009,Unemployment rate - Female,40.7
412,Kosovo,2012,Labour force participation - Total,37.1
412,Kosovo,2012,Unemployment rate - Total,30.9
412,Kosovo,2012,Labour force participation - Male,55.5
412,Kosovo,2012,Unemployment rate - Male,28.1
412,Kosovo,2012,Labour force participation - Female,17.9
412,Kosovo,2012,Unemployment rate - Female,40
412,Kosovo,2013,Labour force participation - Total,40.6
412,Kosovo,2013,Labour force participation - Male,60.2
412,Kosovo,2013,Labour force participation - Female,21.1
414,Kuwait,2005,Labour force participation - Total,67
414,Kuwait,2005,Unemployment rate - Total,1.6
414,Kuwait,2005,Labour force participation - Male,82.6
414,Kuwait,2005,Unemployment rate - Male,1
414,Kuwait,2005,Labour force participation - Female,41.8
414,Kuwait,2005,Unemployment rate - Female,3.3
414,Kuwait,2010,Labour force participation - Total,69.4
414,Kuwait,2010,Unemployment rate - Total,1.8
414,Kuwait,2010,Labour force participation - Male,84.7
414,Kuwait,2010,Unemployment rate - Male,1.4
414,Kuwait,2010,Labour force participation - Female,46.6
414,Kuwait,2010,Unemployment rate - Female,2.9
414,Kuwait,2015,Labour force participation - Total,72.6
414,Kuwait,2015,Unemployment rate - Total,2.2
414,Kuwait,2015,Labour force participation - Male,87.2
414,Kuwait,2015,Unemployment rate - Male,1.3
414,Kuwait,2015,Labour force participation - Female,50
414,Kuwait,2015,Unemployment rate - Female,4.7
414,Kuwait,2020,Labour force participation - Total,73.4
414,Kuwait,2020,Unemployment rate - Total,2.3
414,Kuwait,2020,Labour force participation - Male,87.3
414,Kuwait,2020,Unemployment rate - Male,1.2
414,Kuwait,2020,Labour force participation - Female,49.3
414,Kuwait,2020,Unemployment rate - Female,5.6
417,Kyrgyzstan,2005,Labour force participation - Total,64.9
